,assignmentId,question,response,condition,task
857,3e5ad77d,expl_is_useful,3.0,Conf.+Adaptive (Expert),beer
858,3e5ad77e,assist_is_useful,,Human,beer
859,3e5ad77e,assit_useful_detail,,Human,beer
860,3e5ad77e,expl_is_useful,,Human,beer
861,3e5ad77f,assist_is_useful,,Human,beer
862,3e5ad77f,assit_useful_detail,,Human,beer
863,3e5ad77f,expl_is_useful,,Human,beer
864,3e5ad780,assist_is_useful,4.0,Conf.+Double,beer
865,3e5ad780,assit_useful_detail,"when i saw he had given a rating with a confidence of over 90% i assumed he was right so in those cases i just skimmed the reviews to make sure.  i did not assume he was right because the instructions said he was sometimes wrong, as i found out soon enough; i'm glad i didn't follow his advice all the time.",Conf.+Double,beer
866,3e5ad780,expl_is_useful,3.0,Conf.+Double,beer
867,3e5ad781,assist_is_useful,4.0,Conf.,beer
868,3e5ad781,assit_useful_detail,I belives most of the suggestion,Conf.,beer
869,3e5ad781,expl_is_useful,,Conf.,beer
870,3e5ad782,assist_is_useful,2.0,Conf.+Adaptive,beer
871,3e5ad782,assit_useful_detail,"I tried to ignore it as much as possible.

Marvin was the reason I missed 5 ratings, the highlighted words were weird, they were mostly random and didn't convey a feeling.",Conf.+Adaptive,beer
872,3e5ad782,expl_is_useful,1.0,Conf.+Adaptive,beer
873,3e5ad783,assist_is_useful,,Human,beer
874,3e5ad783,assit_useful_detail,,Human,beer
875,3e5ad783,expl_is_useful,,Human,beer
876,3e5ad784,assist_is_useful,4.0,Conf.+Single,beer
877,3e5ad784,assit_useful_detail,Marvins outlined words did not help at all. Marvins percentage results for positive or negative helped a little though. Sometimes Marvin was wrong and threw me off.,Conf.+Single,beer
878,3e5ad784,expl_is_useful,3.0,Conf.+Single,beer
879,3e5ad785,assist_is_useful,5.0,Conf.+Adaptive (Expert),beer
880,3e5ad785,assit_useful_detail,"The closer marvins suggestion is to 100, the more reliable it is, and when it is closer to 50%, i tend to use my discretion",Conf.+Adaptive (Expert),beer
881,3e5ad785,expl_is_useful,4.0,Conf.+Adaptive (Expert),beer
882,3e5ad786,assist_is_useful,5.0,Conf.+Adaptive (Expert),beer
883,3e5ad786,assit_useful_detail,The information it displayed helped me solve the task. Marvin's explanations in particular helped me solve the task.,Conf.+Adaptive (Expert),beer
884,3e5ad786,expl_is_useful,5.0,Conf.+Adaptive (Expert),beer
885,3e5ad787,assist_is_useful,1.0,Conf.,beer
886,3e5ad787,assit_useful_detail,I didn't. I don't think I used his guidance a single time during the whole task. I made sure to read or skim each review on my own and come to my own decision.,Conf.,beer
887,3e5ad787,expl_is_useful,,Conf.,beer
888,3e5ad788,assist_is_useful,5.0,Conf.,beer
889,3e5ad788,assit_useful_detail,I checked how sure Marvin was before choosing my answer. I also checked the statements myself sometimes.,Conf.,beer
890,3e5ad788,expl_is_useful,,Conf.,beer
891,3e5ad789,assist_is_useful,5.0,Conf.+Adaptive,beer
892,3e5ad789,assit_useful_detail,"Marvin provided me with information on how to answer each task correctly and that if i fail to get the right answer i will not be able to participate in the next hit
Marvin also provided me with an assistance that help me got most of the answer correctly.",Conf.+Adaptive,beer
893,3e5ad789,expl_is_useful,2.0,Conf.+Adaptive,beer
894,3e5ad78a,assist_is_useful,5.0,Conf.+Adaptive (Expert),beer
895,3e5ad78a,assit_useful_detail,I mostly used his advice when his confidence rate is above 85%.,Conf.+Adaptive (Expert),beer
896,3e5ad78a,expl_is_useful,4.0,Conf.+Adaptive (Expert),beer
897,3e5ad78b,assist_is_useful,4.0,Conf.+Adaptive,beer
898,3e5ad78b,assit_useful_detail,"I tried to trust the AI when it's confidence was very high and just skim the review, but it occasionally was not accurate. For less clear decisions, I tried to read more of the review and find my own key phrases. ",Conf.+Adaptive,beer
899,3e5ad78b,expl_is_useful,3.0,Conf.+Adaptive,beer
900,3e5ad78c,assist_is_useful,2.0,Conf.,beer
901,3e5ad78c,assit_useful_detail,i used marvin suggestions when i wasnt sure of the answer.,Conf.,beer
902,3e5ad78c,expl_is_useful,,Conf.,beer
903,3e5ad78d,assist_is_useful,5.0,Conf.,beer
904,3e5ad78d,assit_useful_detail,i used its confidence level,Conf.,beer
905,3e5ad78d,expl_is_useful,,Conf.,beer
906,3e5ad78e,assist_is_useful,3.0,Conf.+Adaptive (Expert),beer
907,3e5ad78e,assit_useful_detail,If the percent was I high I went with Marvins guess. I did tend to read the whole passage however.,Conf.+Adaptive (Expert),beer
908,3e5ad78e,expl_is_useful,4.0,Conf.+Adaptive (Expert),beer
909,3e5ad78f,assist_is_useful,4.0,Conf.+Adaptive,beer
910,3e5ad78f,assit_useful_detail,Marvin mostly helped me. But sometimes made me conscious.,Conf.+Adaptive,beer
911,3e5ad78f,expl_is_useful,4.0,Conf.+Adaptive,beer
912,3e5ad790,assist_is_useful,2.0,Conf.+Adaptive,beer
913,3e5ad790,assit_useful_detail,"In a couple of cases where i could not decide , I wen along with Marvin. After Marvin missed this two choices  used him as a contrarian indiacator.",Conf.+Adaptive,beer
914,3e5ad790,expl_is_useful,2.0,Conf.+Adaptive,beer
915,3e5ad791,assist_is_useful,2.0,Conf.+Adaptive,beer
916,3e5ad791,assit_useful_detail,If I wasn’t really sure about it I would look at what he said.  Otherwise I used my own judgement.,Conf.+Adaptive,beer
917,3e5ad791,expl_is_useful,4.0,Conf.+Adaptive,beer
918,3e5ad792,assist_is_useful,4.0,Conf.+Adaptive (Expert),beer
919,3e5ad792,assit_useful_detail,On about 3 questions Marvin was obviously wrong. and on a couple of the close questions he may have actually steered me away from the answer because I wanted to be right and really I should have listened to him.Once I missed three questions which knocks me out of the 95% requirement for a big bonus I tried to beat Marvin more than if I had not already disqualified for the big bonus.,Conf.+Adaptive (Expert),beer
920,3e5ad792,expl_is_useful,4.0,Conf.+Adaptive (Expert),beer
921,3e5ad793,assist_is_useful,,Human,beer
922,3e5ad793,assit_useful_detail,,Human,beer
923,3e5ad793,expl_is_useful,,Human,beer
924,3e5ad794,assist_is_useful,3.0,Conf.+Double,beer
925,3e5ad794,assit_useful_detail,this task is very interesting,Conf.+Double,beer
926,3e5ad794,expl_is_useful,4.0,Conf.+Double,beer
927,3e5ad795,assist_is_useful,4.0,Conf.+Single,beer
928,3e5ad795,assit_useful_detail,"I trusted Marvin, but double checked to see if I agreed. I was sometimes wrong.",Conf.+Single,beer
929,3e5ad795,expl_is_useful,4.0,Conf.+Single,beer
930,3e5ad796,assist_is_useful,5.0,Conf.+Adaptive (Expert),beer
931,3e5ad796,assit_useful_detail,"I started by looking at what Marvin had highlighted, then looked at his confidence out of curiosity.  Usually the highlights alone were enough to help me make my decision, but if they weren't I carefully read the whole review and decided on my own.",Conf.+Adaptive (Expert),beer
932,3e5ad796,expl_is_useful,5.0,Conf.+Adaptive (Expert),beer
933,3e5ad797,assist_is_useful,4.0,Conf.,beer
934,3e5ad797,assit_useful_detail,I would read the post more carefully if the AI was not sure. I would use the AI as a guideline for my decisions.,Conf.,beer
935,3e5ad797,expl_is_useful,,Conf.,beer
936,3e5ad798,assist_is_useful,4.0,Conf.,beer
937,3e5ad798,assit_useful_detail,I read the email and I looked at marvin's info and most of the time i ignored it. But if i was really tired I might listen to marvin.,Conf.,beer
938,3e5ad798,expl_is_useful,,Conf.,beer
939,3e5ad799,assist_is_useful,4.0,Conf.+Single,beer
940,3e5ad799,assit_useful_detail,"At first I ignored Martin, but then I just ended up going with whatever Marvin suggested because some of the reviews were a bit ambiguous and hard to categorize",Conf.+Single,beer
941,3e5ad799,expl_is_useful,4.0,Conf.+Single,beer
942,3e5ad79a,assist_is_useful,4.0,Conf.+Adaptive,beer
943,3e5ad79a,assit_useful_detail,"Generally went with Marvin if his confidence was 80% or higher; otherwise, I'd look through the review/highlighted words and make my own judgment.",Conf.+Adaptive,beer
944,3e5ad79a,expl_is_useful,4.0,Conf.+Adaptive,beer
945,3e5ad79b,assist_is_useful,,Human,beer
946,3e5ad79b,assit_useful_detail,,Human,beer
947,3e5ad79b,expl_is_useful,,Human,beer
948,3e5ad79c,assist_is_useful,2.0,Conf.+Single,beer
949,3e5ad79c,assit_useful_detail,"If I was unsure if it was positive or negative, I would then check Marvin's rating. Otherwise, I didn't find it too useful.",Conf.+Single,beer
950,3e5ad79c,expl_is_useful,2.0,Conf.+Single,beer
951,3e5ad79d,assist_is_useful,,Human,beer
952,3e5ad79d,assit_useful_detail,,Human,beer
953,3e5ad79d,expl_is_useful,,Human,beer
954,3e5ad79e,assist_is_useful,,Human,beer
955,3e5ad79e,assit_useful_detail,,Human,beer
956,3e5ad79e,expl_is_useful,,Human,beer
957,3e5ad79f,assist_is_useful,4.0,Conf.+Double,beer
958,3e5ad79f,assit_useful_detail,If Marvin was very confident I immediately chose his choice. Otherwise I used his highlights to help me figure it out.,Conf.+Double,beer
959,3e5ad79f,expl_is_useful,4.0,Conf.+Double,beer
960,3e5ad7a0,assist_is_useful,3.0,Conf.,beer
961,3e5ad7a0,assit_useful_detail,"I would use Marvin as sort of a baseline, before I started reading. After that, I tended to start at the end of the review, and people usually end with their overall opinion, and if they didn't, I would read the entire review carefully. ",Conf.,beer
962,3e5ad7a0,expl_is_useful,,Conf.,beer
963,3e5ad7a1,assist_is_useful,4.0,Conf.+Double,beer
964,3e5ad7a1,assit_useful_detail,depending on confidence level it helped me choose the correct option,Conf.+Double,beer
965,3e5ad7a1,expl_is_useful,3.0,Conf.+Double,beer
966,3e5ad7a2,assist_is_useful,4.0,Conf.+Adaptive,beer
967,3e5ad7a2,assit_useful_detail,I used the words Marvin highlighted. I also checked whether he was really certain in his opinion,Conf.+Adaptive,beer
968,3e5ad7a2,expl_is_useful,4.0,Conf.+Adaptive,beer
969,3e5ad7a3,assist_is_useful,3.0,Conf.,beer
970,3e5ad7a3,assit_useful_detail,He was wrong enough for me not to trust him a few times.,Conf.,beer
971,3e5ad7a3,expl_is_useful,,Conf.,beer
972,3e5ad7a4,assist_is_useful,4.0,Conf.+Adaptive,beer
973,3e5ad7a4,assit_useful_detail,I looked at Marvin's review first. Afterwards I skimmed the statement to generate my own assumption.,Conf.+Adaptive,beer
974,3e5ad7a4,expl_is_useful,4.0,Conf.+Adaptive,beer
975,3e5ad7a5,assist_is_useful,3.0,Conf.+Single,beer
976,3e5ad7a5,assit_useful_detail,Seemed hit or miss to me. It identified positive words in negative reviews and vice versa. ,Conf.+Single,beer
977,3e5ad7a5,expl_is_useful,3.0,Conf.+Single,beer
978,3e5ad7a6,assist_is_useful,,Human,beer
979,3e5ad7a6,assit_useful_detail,,Human,beer
980,3e5ad7a6,expl_is_useful,,Human,beer
981,3e5ad7a7,assist_is_useful,4.0,Conf.+Double,beer
982,3e5ad7a7,assit_useful_detail,It was a little bit tricky to determine if Marvin like the information provided. He looked just a the adjectives based descriptions to provide the percentage of like or dislike.,Conf.+Double,beer
983,3e5ad7a7,expl_is_useful,3.0,Conf.+Double,beer
984,3e5ad7a8,assist_is_useful,,Human,beer
985,3e5ad7a8,assit_useful_detail,,Human,beer
986,3e5ad7a8,expl_is_useful,,Human,beer
987,3e5ad7a9,assist_is_useful,,Human,beer
988,3e5ad7a9,assit_useful_detail,,Human,beer
989,3e5ad7a9,expl_is_useful,,Human,beer
990,3e5ad7aa,assist_is_useful,4.0,Conf.+Adaptive (Expert),beer
991,3e5ad7aa,assit_useful_detail,It was very useful. It gave me the brief of the email.,Conf.+Adaptive (Expert),beer
992,3e5ad7aa,expl_is_useful,4.0,Conf.+Adaptive (Expert),beer
993,3e5ad7ab,assist_is_useful,,Human,beer
994,3e5ad7ab,assit_useful_detail,,Human,beer
995,3e5ad7ab,expl_is_useful,,Human,beer
996,3e5ad7ac,assist_is_useful,5.0,Conf.+Double,beer
997,3e5ad7ac,assit_useful_detail,He was about 85 percent correct so he was very helpful,Conf.+Double,beer
998,3e5ad7ac,expl_is_useful,4.0,Conf.+Double,beer
999,3e5ad7ad,assist_is_useful,4.0,Conf.+Adaptive (Expert),beer
1000,3e5ad7ad,assit_useful_detail,when marvin was very sure like 85% above then I selected marvins answer. I would read the highlights to be sure though. ,Conf.+Adaptive (Expert),beer
1001,3e5ad7ad,expl_is_useful,4.0,Conf.+Adaptive (Expert),beer
1002,3e5ad7ae,assist_is_useful,4.0,Conf.,beer
1003,3e5ad7ae,assit_useful_detail,"If Marvin was 70% sure I did not read the description, just followed Marvin. There were times when I read the description and was unsure if the author was negative.  I unfortunately looked to Marvin at those times. ",Conf.,beer
1004,3e5ad7ae,expl_is_useful,,Conf.,beer
1005,3e5ad7af,assist_is_useful,4.0,Conf.,beer
1006,3e5ad7af,assit_useful_detail,I read and judged the percentage from Marvin. It helped me gauge the negative or positive comments from the reviews.,Conf.,beer
1007,3e5ad7af,expl_is_useful,,Conf.,beer
1008,3e5ad7b0,assist_is_useful,,Human,beer
1009,3e5ad7b0,assit_useful_detail,,Human,beer
1010,3e5ad7b0,expl_is_useful,,Human,beer
1011,3e5ad7b1,assist_is_useful,5.0,Conf.+Double,beer
1012,3e5ad7b1,assit_useful_detail,I used the percentage of negative and positive shown by Marvin which helped me a lot when I am confused and doubtful.,Conf.+Double,beer
1013,3e5ad7b1,expl_is_useful,5.0,Conf.+Double,beer
1014,3e5ad7b2,assist_is_useful,3.0,Conf.,beer
1015,3e5ad7b2,assit_useful_detail,"I went by my own judgement for the final call, but I did look at Marvin's judgement each time. ",Conf.,beer
1016,3e5ad7b2,expl_is_useful,,Conf.,beer
1017,3e5ad7b3,assist_is_useful,,Human,beer
1018,3e5ad7b3,assit_useful_detail,,Human,beer
1019,3e5ad7b3,expl_is_useful,,Human,beer
1020,3e5ad7b4,assist_is_useful,3.0,Conf.+Adaptive,beer
1021,3e5ad7b4,assit_useful_detail,I used it as a frame of reference for things to note. But some of the negatives weren't necessarily indicitive of a negative review. ,Conf.+Adaptive,beer
1022,3e5ad7b4,expl_is_useful,,Conf.+Adaptive,beer
1023,3e5ad7b5,assist_is_useful,5.0,Conf.+Double,beer
1024,3e5ad7b5,assit_useful_detail,"Marvin was pretty consistent.
Marvin was easy to follow and gave further clarity. ",Conf.+Double,beer
1025,3e5ad7b5,expl_is_useful,5.0,Conf.+Double,beer
1026,3e5ad7b6,assist_is_useful,4.0,Conf.+Adaptive,beer
1027,3e5ad7b6,assit_useful_detail,"I glanced at his info.  I then looked to the end of the review to see if they did or didn't like the beer, then went with the reviewer.",Conf.+Adaptive,beer
1028,3e5ad7b6,expl_is_useful,4.0,Conf.+Adaptive,beer
1029,3e5ad7b7,assist_is_useful,,Human,beer
1030,3e5ad7b7,assit_useful_detail,,Human,beer
1031,3e5ad7b7,expl_is_useful,,Human,beer
1032,3e5ad7b8,assist_is_useful,2.0,Conf.,beer
1033,3e5ad7b8,assit_useful_detail,I looked to see if it lined up with what the reviews said.,Conf.,beer
1034,3e5ad7b8,expl_is_useful,,Conf.,beer
1035,3e5ad7b9,assist_is_useful,4.0,Conf.,beer
1036,3e5ad7b9,assit_useful_detail,"I read through all the reviews and came to a conclusion myself before looking at what Marvin suggested. If it agreed with my conclusions, I went with the answer it provided. If its answer was contrary to my own, I typically went with my original thought rather than use Marvin's suggestion.",Conf.,beer
1037,3e5ad7b9,expl_is_useful,,Conf.,beer
1038,3e5ad7ba,assist_is_useful,4.0,Conf.+Adaptive (Expert),beer
1039,3e5ad7ba,assit_useful_detail,"Sometimes it was good, sometimes I just ignored.",Conf.+Adaptive (Expert),beer
1040,3e5ad7ba,expl_is_useful,3.0,Conf.+Adaptive (Expert),beer
1041,3e5ad7bb,assist_is_useful,2.0,Conf.+Single,beer
1042,3e5ad7bb,assit_useful_detail,"I didn't really use it, as I read the passages myself. If it was really certain I had an inkling that way in my head, though.",Conf.+Single,beer
1043,3e5ad7bb,expl_is_useful,3.0,Conf.+Single,beer
1044,3e5ad7bc,assist_is_useful,3.0,Conf.+Adaptive (Expert),beer
1045,3e5ad7bc,assit_useful_detail,"helped in understanding the main keywords in reviews
color coding helped",Conf.+Adaptive (Expert),beer
1046,3e5ad7bc,expl_is_useful,3.0,Conf.+Adaptive (Expert),beer
1047,3e5ad7bd,assist_is_useful,4.0,Conf.+Single,beer
1048,3e5ad7bd,assit_useful_detail,he was right more often then not especially when the review was written kind of poorly and i was on the edge of deciding ,Conf.+Single,beer
1049,3e5ad7bd,expl_is_useful,4.0,Conf.+Single,beer
1050,3e5ad7be,assist_is_useful,4.0,Conf.+Single,beer
1051,3e5ad7be,assit_useful_detail,"I usually started with his judgement as a first base. If it seemed that he was more certain of his decision, I took less of a close look at the review before I judged it myself.",Conf.+Single,beer
1052,3e5ad7be,expl_is_useful,2.0,Conf.+Single,beer
1053,3e5ad7bf,assist_is_useful,5.0,Conf.+Single,beer
1054,3e5ad7bf,assit_useful_detail,I used the confidence score and the whether Marvin picked mostly positive or negative.,Conf.+Single,beer
1055,3e5ad7bf,expl_is_useful,4.0,Conf.+Single,beer
1056,3e5ad7c0,assist_is_useful,4.0,Conf.+Single,beer
1057,3e5ad7c0,assit_useful_detail,I use Marvin's assistance by reading what ratings he gives for his decisions. I also took his highlighted words in the reviews as hints and read the sentences that the highlighted words are in to make my own judgement on which decision along with Marvin's decision is more correct.,Conf.+Single,beer
1058,3e5ad7c0,expl_is_useful,4.0,Conf.+Single,beer
1059,3e5ad7c1,assist_is_useful,4.0,Conf.,beer
1060,3e5ad7c1,assit_useful_detail,Marvin's assessment helped me reduce the amount of reading to looking for keynote summaries at the beginning and end of the entries.  I was able to discern between honest opinions and sarcasm a little easier by using Marvin as a temperature gauge and sussing out the rest by skimming.,Conf.,beer
1061,3e5ad7c1,expl_is_useful,,Conf.,beer
1062,3e5ad7c2,assist_is_useful,5.0,Conf.+Single,beer
1063,3e5ad7c2,assit_useful_detail,"Usually if Marvin's confidence was 80% or higher, I simply trusted his judgment. However, if it was below that, I would usually read the review myself and make up my own mind about whether the review was positive or negative.",Conf.+Single,beer
1064,3e5ad7c2,expl_is_useful,4.0,Conf.+Single,beer
1065,3e5ad7c3,assist_is_useful,,Human,beer
1066,3e5ad7c3,assit_useful_detail,,Human,beer
1067,3e5ad7c3,expl_is_useful,,Human,beer
1068,3e5ad7c4,assist_is_useful,5.0,Conf.,beer
1069,3e5ad7c4,assit_useful_detail,I always watched what the percentage of correctness scale said. If the percentage was high I always picked the same answer as Marvin.,Conf.,beer
1070,3e5ad7c4,expl_is_useful,,Conf.,beer
1071,3e5ad7c5,assist_is_useful,2.0,Conf.+Adaptive (Expert),beer
1072,3e5ad7c5,assit_useful_detail,I mostly took his recommendation but he couldn't differentiiate some of the good and bad comments,Conf.+Adaptive (Expert),beer
1073,3e5ad7c5,expl_is_useful,2.0,Conf.+Adaptive (Expert),beer
1074,3e5ad7c6,assist_is_useful,,Human,beer
1075,3e5ad7c6,assit_useful_detail,,Human,beer
1076,3e5ad7c6,expl_is_useful,,Human,beer
1077,3e5ad7c7,assist_is_useful,4.0,Conf.+Adaptive,beer
1078,3e5ad7c7,assit_useful_detail,his highlighted words and percent chance of success was really successful,Conf.+Adaptive,beer
1079,3e5ad7c7,expl_is_useful,4.0,Conf.+Adaptive,beer
1080,3e5ad7c8,assist_is_useful,,Human,beer
1081,3e5ad7c8,assit_useful_detail,,Human,beer
1082,3e5ad7c8,expl_is_useful,,Human,beer
1083,3e5ad7c9,assist_is_useful,4.0,Conf.+Double,beer
1084,3e5ad7c9,assit_useful_detail,Marvin provided the information is somewhat accurately.,Conf.+Double,beer
1085,3e5ad7c9,expl_is_useful,4.0,Conf.+Double,beer
1086,3e5ad7ca,assist_is_useful,4.0,Conf.+Double,beer
1087,3e5ad7ca,assit_useful_detail,I would look at how confident he was. If it was over 75% I would go with him. Anything under that I would review the writeup myself.,Conf.+Double,beer
1088,3e5ad7ca,expl_is_useful,4.0,Conf.+Double,beer
1089,3e5ad7cb,assist_is_useful,4.0,Conf.+Double,beer
1090,3e5ad7cb,assit_useful_detail,I used highlighted words.  I also looked at Marvin's percentage.,Conf.+Double,beer
1091,3e5ad7cb,expl_is_useful,2.0,Conf.+Double,beer
1092,3e5ad7cc,assist_is_useful,4.0,Conf.+Adaptive,beer
1093,3e5ad7cc,assit_useful_detail,"I would read the email and think if I rated it positive or negative. If Marvins answer was different than mine, I would go back and look and see what made him make his decision. ",Conf.+Adaptive,beer
1094,3e5ad7cc,expl_is_useful,3.0,Conf.+Adaptive,beer
1095,3e5ad7cd,assist_is_useful,4.0,Conf.+Adaptive (Expert),beer
1096,3e5ad7cd,assit_useful_detail,"I used Marvin as a gauge and from there I would see whether or not I need to review further. After fact-checking, most of the time I was with Marvin. However, there were a few times where Marvin was wrong. ",Conf.+Adaptive (Expert),beer
1097,3e5ad7cd,expl_is_useful,4.0,Conf.+Adaptive (Expert),beer
1098,3e5ad7ce,assist_is_useful,3.0,Conf.+Adaptive,beer
1099,3e5ad7ce,assit_useful_detail,"In most cases, Marvin's information distracted me from analyzing the review and made it more difficult for me to form an opinion of the review. However, there were a few cases where I was on the fence about which option to choose, then chose Marvin's rating, and it usually turned out to be correct. Marvin was not very useful in the clear-cut positive/negative cases, but fairly helpful in the more ambiguous cases.",Conf.+Adaptive,beer
1100,3e5ad7ce,expl_is_useful,3.0,Conf.+Adaptive,beer
1101,3e5ad7cf,assist_is_useful,4.0,Conf.,beer
1102,3e5ad7cf,assit_useful_detail, the information that Marvin provided was very helpful but not at all atimes.,Conf.,beer
1103,3e5ad7cf,expl_is_useful,,Conf.,beer
1104,3e5ad7d0,assist_is_useful,2.0,Conf.,beer
1105,3e5ad7d0,assit_useful_detail,"I noted it, but didn't factor the AI's analysis into my own decision. I looked more at tone and keywords used by the reviewers.",Conf.,beer
1106,3e5ad7d0,expl_is_useful,,Conf.,beer
1107,3e5ad7d1,assist_is_useful,4.0,Conf.,beer
1108,3e5ad7d1,assit_useful_detail,I completely relied on its prediction,Conf.,beer
1109,3e5ad7d1,expl_is_useful,,Conf.,beer
1110,3e5ad7d2,assist_is_useful,3.0,Conf.+Adaptive (Expert),beer
1111,3e5ad7d2,assit_useful_detail,"I just did a quick visual glance to see how much red vs. how much blue there appeared to be, then skimmed the contents of the review myself.",Conf.+Adaptive (Expert),beer
1112,3e5ad7d2,expl_is_useful,2.0,Conf.+Adaptive (Expert),beer
1113,3e5ad7d3,assist_is_useful,5.0,Conf.+Single,beer
1114,3e5ad7d3,assit_useful_detail,I tended to go with the AI so long as the percentage was above 70 and it didn't disappoint. It did a really great job on this. ,Conf.+Single,beer
1115,3e5ad7d3,expl_is_useful,5.0,Conf.+Single,beer
1116,3e5ad7d4,assist_is_useful,3.0,Conf.+Adaptive,beer
1117,3e5ad7d4,assit_useful_detail,I took his advice into consideration when reading the review. I tried to think for myself and decide if I would choose the same or if Marvin was just wrong.,Conf.+Adaptive,beer
1118,3e5ad7d4,expl_is_useful,2.0,Conf.+Adaptive,beer
1119,3e5ad7d5,assist_is_useful,,Human,beer
1120,3e5ad7d5,assit_useful_detail,,Human,beer
1121,3e5ad7d5,expl_is_useful,,Human,beer
1122,3e5ad7d6,assist_is_useful,4.0,Conf.+Double,beer
1123,3e5ad7d6,assit_useful_detail,"Marvin suggestions served as confirmation for me, I read first and compare with Marvin.",Conf.+Double,beer
1124,3e5ad7d6,expl_is_useful,3.0,Conf.+Double,beer
1125,3e5ad7d7,assist_is_useful,1.0,Conf.,beer
1126,3e5ad7d7,assit_useful_detail,"I did not pay attention to Marvin at all. There were some reviews that were obviously negative (this beer is disgusting, I would never try this again, etc) and Marvin had a low degree of certainty even with these reviews.",Conf.,beer
1127,3e5ad7d7,expl_is_useful,,Conf.,beer
1128,3e5ad7d8,assist_is_useful,4.0,Conf.+Double,beer
1129,3e5ad7d8,assit_useful_detail,He helped me see what words were attributed to which option to choose.,Conf.+Double,beer
1130,3e5ad7d8,expl_is_useful,3.0,Conf.+Double,beer
1131,3e5ad7d9,assist_is_useful,4.0,Conf.+Adaptive (Expert),beer
1132,3e5ad7d9,assit_useful_detail,"I use Marvin when I was unsure about it being positive or negative.  If I wasn't sure based on my own reading, I would then look up Marvin's percentage rating and go on that.",Conf.+Adaptive (Expert),beer
1133,3e5ad7d9,expl_is_useful,4.0,Conf.+Adaptive (Expert),beer
1134,3e5ad7da,assist_is_useful,4.0,Conf.+Adaptive (Expert),beer
1135,3e5ad7da,assit_useful_detail,"I used his choice along with his confidence in his choice, the percentage.",Conf.+Adaptive (Expert),beer
1136,3e5ad7da,expl_is_useful,1.0,Conf.+Adaptive (Expert),beer
1137,3e5ad7db,assist_is_useful,2.0,Conf.+Adaptive (Expert),beer
1138,3e5ad7db,assit_useful_detail,I read over each passage and only looked to Marvin's suggestion for reassurance after reading the email and making my own decision. Marvin was correct most of the time but there were a few he was wrong about.,Conf.+Adaptive (Expert),beer
1139,3e5ad7db,expl_is_useful,2.0,Conf.+Adaptive (Expert),beer
1140,3e5ad7dc,assist_is_useful,4.0,Conf.+Adaptive (Expert),beer
1141,3e5ad7dc,assit_useful_detail,"I paid special attention to what he highlighted. WHen I was unsure, I went with Marvin's suggestion",Conf.+Adaptive (Expert),beer
1142,3e5ad7dc,expl_is_useful,4.0,Conf.+Adaptive (Expert),beer
1143,3e5ad7dd,assist_is_useful,4.0,Conf.,beer
1144,3e5ad7dd,assit_useful_detail,At first I ignored it. I used it more towards the end once I trusted it more. ,Conf.,beer
1145,3e5ad7dd,expl_is_useful,,Conf.,beer
1146,3e5ad7de,assist_is_useful,5.0,Conf.+Adaptive,beer
1147,3e5ad7de,assit_useful_detail,"I took his advice most of the time, almost always.",Conf.+Adaptive,beer
1148,3e5ad7de,expl_is_useful,5.0,Conf.+Adaptive,beer
1149,3e5ad7df,assist_is_useful,5.0,Conf.+Single,beer
1150,3e5ad7df,assit_useful_detail,"GOOD AND INTERESTING, MARVIN DESCRIBE THE GOOD ANSWER",Conf.+Single,beer
1151,3e5ad7df,expl_is_useful,5.0,Conf.+Single,beer
1152,3e5ad7e0,assist_is_useful,4.0,Conf.+Single,beer
1153,3e5ad7e0,assit_useful_detail,"I followed Marvin's advice when the percentage of certainty was 80% or higher. If it was lower, I looked at the review and decided myself. ",Conf.+Single,beer
1154,3e5ad7e0,expl_is_useful,4.0,Conf.+Single,beer
1155,3e5ad7e1,assist_is_useful,3.0,Conf.+Double,beer
1156,3e5ad7e1,assit_useful_detail,"I kept what he thought and his percentage on the guess in the back of my mind as I read each review over and made my choice. Overall it felt like Marvin was right about half the time, and I mainly used his help as a second opinion more than a deciding one.",Conf.+Double,beer
1157,3e5ad7e1,expl_is_useful,2.0,Conf.+Double,beer
1158,3e5ad7e2,assist_is_useful,5.0,Conf.+Adaptive (Expert),beer
1159,3e5ad7e2,assit_useful_detail,I read around his highlights to see if he missed important info but he was mostly correct.,Conf.+Adaptive (Expert),beer
1160,3e5ad7e2,expl_is_useful,5.0,Conf.+Adaptive (Expert),beer
1161,3e5ad7e3,assist_is_useful,4.0,Conf.+Single,beer
1162,3e5ad7e3,assit_useful_detail,i looked for key words.,Conf.+Single,beer
1163,3e5ad7e3,expl_is_useful,4.0,Conf.+Single,beer
1164,3e5ad7e4,assist_is_useful,4.0,Conf.+Double,beer
1165,3e5ad7e4,assit_useful_detail,when marvin rated them closer together I looked over them more carefully,Conf.+Double,beer
1166,3e5ad7e4,expl_is_useful,4.0,Conf.+Double,beer
1167,3e5ad7e5,assist_is_useful,4.0,Conf.+Adaptive,beer
1168,3e5ad7e5,assit_useful_detail,I used it to go into the task and then i made my own analysis. I used it based on the last sentence. ,Conf.+Adaptive,beer
1169,3e5ad7e5,expl_is_useful,3.0,Conf.+Adaptive,beer
1170,3e5ad7e6,assist_is_useful,1.0,Conf.+Single,beer
1171,3e5ad7e6,assit_useful_detail,I didn't really pay attention to Marvin.  I used my on rationale.,Conf.+Single,beer
1172,3e5ad7e6,expl_is_useful,1.0,Conf.+Single,beer
